user_id,item_id,rating
user001,Wisata Punden Rejo,3
user001,Pemandian Alam Loknya,2
user001,Air Terjun Pelangi Indah,3
user001,Air Terjun Siringo,3
user001,Air Terjun Aek Limut,3
user001,Wisata Bunga,2
user001,Sibiobio Adventure Park,3
user001,Pemandian Sikabung-kabung,3
user001,Wisata alam Efrata,2
user001,Ecowisata batu katak,1
user001,Balai Besar Taman Nasional Gunung Leuser,5
user001,Objek wisata sungai 2 Rasa,5
user001,Salib Kasih,3
user001,Air Terjun Lau Lutih Tanjung Raja,5
user001,AIR TERJUN TURUNAN BUHIT (JABEL),3
user001,Wisata Sejahtera,2
user001,Wisata Alam Sidauruk,1
user001,Wisata Pemandian Alam SENTABI,5
user001,View Point Tongging Geopark Kaldera Toba,2
user001,WISATA INDAH SIPPAN (WIS) JUMA REBEN 2,4
user001,Kebun Teh Sidamanik,1
user001,Bukit Sibeabea,5
user001,Siregar Aek Nalas,1
user001,Air Terjun Sampuren Putih,5
user001,TAMAN ALAMTA JAYA,2
user001,Sungai Buih,3
user001,Kampung Ladang Outbound,3
user001,Wisata Danau Palas Asri,4
user001,Bukit Burung,4
user001,Puncak Hauma Hela,4
user001,Tangkahan CRU,2
user001,Pemandian Alam ULUTA,4
user001,Wisata Kampong Lama,4
user001,Wisata Alam,3
user001,Monkey Forest Umar Manik Sibaganding,1
user001,Simarjarunjung carabel,2
user001,Air terjun dua warna,1
user001,Arung Jeram Ancol,5
user001,Danau alam jaya tuntungan,3
user001,Pulo Bisky (Pantai Wisky),1
user001,Taman Seribu Bunga Raya,1
user001,Pasar Ikan Lama Medan,5
user001,Pasar Tomok,1
user001,Tjong A Fie Mansion,2
user001,Yuki Simpang Raya,3
user001,Museum Negeri Sumatera Utara,1
user001,Plaza Medan Fair,5
user001,Medan Mall,1
user001,Pasar Petisah Medan,1
user001,Mall Centre Point (Medan),5
user001,BINJAI MILENIAL MARKET,3
user001,Pantai Bali Lestari,3
user001,DeliPark Mall,1
user001,Wisata Merci Themepark and Resto,3
user001,Pekan Minggu Percut Sei Tuan Deli Serdang,4
user001,Thamrin Plaza,1
user001,Manhattan Times Square,1
user001,Pusat Pasar Pangaribuan,3
user001,Taman Bunga Sapo Juma,4
user001,Tikung Point,1
user001,Tjong Yong Hian Gallery,3
user001,Pertunjukan Tari Sigalegale,2
user001,Kota Sejarah,5
user001,Pajak Gotong Royong,3
user001,Suzuya Mall Rantau Prapat,1
user001,Pos Bloc Medan,1
user001,Gunung Sibayak,4
user001,Batu Kursi Raja Siallagan ( Stone Chair of King Siallagan ),2
user001,Istana Kaldera Unesco Geopark Danau Toba,3
user001,Desa Budaya Lingga,1
user001,Tugu Makam Raja Silahisabungan,1
user001,Tugu Perjuangan,3
user001,Cagar Budaya Situs Benteng Putri Hijau,5
user001,Taman Budaya Sumatera Utara,1
user001,Tugu Kol,3
user001,Rahmat International Wildlife Museum & Gallery,1
user001,Museum Perkebunan Indonesia (MUSPERIN-1),4
user001,Museum Sejarah Al-Qur'an Sumatera Utara,3
user001,Meriam Puntung,2
user001,Istana Raja Sisingamangaraja,5
user001,Situs Objek Diduga Cagar Budaya Batu Sijongjong dan Batu Sigadap,3
user001,Rumah Adat Karo GARISTA,1
user001,Museum Pusaka Karo,4
user001,Tempat Pengasingan Soekarno,5
user001,Museum Perjuangan Pers Sumatera Utara,4
user001,Replika ISTANA SERDANG,1
user001,Budayaland,4
user001,Cagar Budaya Puteri Hijau,3
user001,Museum Letjen Jamin Gintings,3
user001,"Wisata Desa Budaya To joyo ""SUGENG RAWUH""",3
user001,Tugu Toga Aritonang,1
user001,"Oud Médan , Warenhuis",2
user001,Tugu Perjuangan Berastagi,5
user001,Museum Daerah Deli Serdang,4
user001,Museum Situs Kotta Cinna,2
user001,Istana Maimun,4
user001,"Menara "" Hindia Belanda "" Tirtanadi",3
user001,Tugu Titik Nol Peradaban Islam Nusantara,1
user001,Candi Bahal I,1
user001,Museum Simalungun,3
user001,Vihara Gunung Timur,5
user001,Adipura Monument,5
user001,Medan Edu Fun,4
user001,Prima Wisata Edukasi Desa Selemak,4
user001,Avros Park,2
user001,Dusun Kreatif,4
user001,Kidsnesia (Pusat Edukasi TK & SD),2
user001,Kebun Efi,4
user001,Tempat Edukasi TK (Saparunesia Trip),1
user001,Central Park Zoo & Resort,2
user001,Ladang Edukasi - Mitra Outing Class Anda,4
user001,Taman Wisata Kera Sibaganding,1
user001,Taman Edukasi Binjai,5
user001,Kandang Rusa - Universitas Sumatera Utara,5
user001,Agrowisata Paloh Naga,1
user001,Taman Biro Rektor Universitas Sumatera Utara,1
user001,Taman Burung Cemara Asri,2
user001,Potret Edupark,1
user001,Edukasi Digital - Saparunesia Trip,4
user001,Tempat Edukasi SD - Saparunesia Trip,1
user001,PRIMA WISATA EDUKASI,1
user001,Rumah Makan Sipirok,2
user001,Wajir Seafood,3
user001,Sate Memeng,4
user001,Sawah Lukis,4
user001,Mie Aceh Titi Bobrok,5
user001,Rumah Makan Sinar Pagi,1
user001,Arrasyiid cookies cake snack,2
user001,Nasi Goreng Wak Ribut,1
user001,Rumah Makan Tabona,3
user001,Budaya Resto,2
user001,Kuliner Pagaruyung,5
user001,KAKUTA -Binjai,4
user001,Simpang tiga kuliner Kampoeng lama,4
user001,Wisata kuliner mangga Bridge,3
user001,Joglo28 kuliner,3
user001,SM Raja Kuliner,3
user001,Nasi Goreng Pemuda,4
user001,Rumah Makan Cahaya Putri,2
user001,Pasar Kamu (Pekan Sarapan Karya Anak Muda),1
user001,Wisata kuliner cinta lisa,3
user001,Rumah Makan Kebun Pondok Punokawan,2
user001,Pondok Naga Pantai Galau,4
user001,SIMPANG BODREX (Kuliner Pasar Miring),2
user001,Hasnah Kuliner,5
user001,Gundaling Farmstead,3
user001,Restoran Terapung,3
user001,Bihun Bebek Asie,5
user001,Green's Cafe Balige,4
user001,ALUN ALUN,1
user001,Kuliner Teh Pipih,4
user001,RM. Beringin Indah 2,4
user001,KAMPUNG NUSANTARA,3
user001,Warung Wajik Peceren H Ngadimin,5
user001,Waroeng Balek Kampoeng,4
user001,Pondok Surya,5
user001,Lontong Kak Lin,4
user001,KWETIAU ALUANG BRAHRANG,1
user001,RM. Beringin Indah 1,5
user001,Waroeng Waswas,2
user001,Pondok Telaga Ikan,3
user001,Rumah Makan Elizabeth,4
user001,Kawasan Wisata Kuliner Pantai Padang,1
user001,Kafe Keboen,4
user001,Mie Ayam Jamur Spesial Haji Mahmud,5
user001,Bunda Kuliner,4
user001,TIARA WISATA KULINER,4
user001,UCOK DURIAN MEDAN,2
user001,Rumah Makan Family Haji Ramli,1
user001,Pasar Kuliner Kampung Melayu,3
user001,Mie Tiong Sim,4
user001,Kuliner tepi jalan pinggir sawah,3
user001,Lembur Kuring,4
user001,RUMAH MAKAN MUSLIM GUNDALING,3
user001,Jabu Berastagi,1
user001,Kuliner New Pasbar,4
user002,Wisata Alam Datuk,1
user002,WISATA ALAM KASIH,5
user002,Taman Wisata Alam Sibolangit,3
user002,Wisata Alam Sikabung-kabung,3
user002,Bukit Indah Simarjarunjung,5
user002,Bukit Sipisopiso,2
user002,Air Terjun Sigura-Gura,2
user002,Taman Alam Lumbini Berastagi,4
user002,Wisata Batu Katak,3
user002,Kawah Putih Dolok Tinggi Raja,3
user002,Pemandian alam Bah Damanik,4
user002,Wisata Sawah Pematang Johar,5
user002,Air Terjun Sikulikap,2
user002,TAMAN WISATA DANAU SIOMBAK MARELAN,2
user002,Penatapan Simarjarunjung,5
user002,The Waterfall - Taman Simalem Resort,1
user002,Penatapen Doulu,2
user002,Lau mentar canyon,3
user002,Danau Lau Kawar,3
user002,Wisata Alam Fishing-Camp Siarubung,5
user002,Wisata Alam Peken Tebu,1
user002,Wisata Alam Pohon Damai Simempar,2
user002,Bukit Lawang Wisata Alam,5
user002,Danau Toba Parapat,3
user002,Wisata Anugerah Indah Sippan,2
user002,GaBOk,1
user002,Danau Aek Natonang,5
user002,WISATA ALAM PASIR PUTIH PARPAREAN,3
user002,Wisata Alam Paya Sihorkor,4
user002,Geosite Sipinsur,2
user002,Pemandian Alam Gantang Rani,2
user002,Air Terjun Situmurun,1
user002,Wisata Alam Syaakirah The View and Resto,1
user002,Pemandian Alam Sejuk Pas,1
user002,Tanjung Unta,5
user002,Air Terjun Janji,2
user002,Air Terjun Sipisopiso,4
user002,Puncak Huta Ginjang,4
user002,WISATA ALAM BEDENG 7,5
user002,Wisata Alam Sini Suka,3
user002,Taman Eden 100,3
user002,Bukit Senyum,4
user002,Air Terjun Teroh-Teroh Petar,2
user002,T.GARDEN Little Bali in Medan,2
user002,Manigom Nauli,5
user002,Bukit Sipatungan,4
user002,Wisata Alam Tunggul Naga,4
user002,Rekreasi Lau Penda,5
user002,Ekowisata Mangrove Sicanang,1
user002,Puncak Merga Silima,4
user002,Wisata Alam Pantai Geger,3
user002,Pemandian Alam Tirta Sayum Sabah,2
user002,Pemandian kampung gunung,2
user002,Wisata Alam Mangrove Desa Silo Baru,5
user002,Posko Air Terjun Satu Hati (Tibrena),2
user002,Penatapan Pamah Simelir,3
user002,Bukit Doa,1
user002,Wisata Pemandian Alam Swembath (Loc: Sweembat),3
user002,wisata alam pemandian bahbolon huta bayu Desa Bartong,5
user002,Batu Gantung,2
user002,Aek Sijorni,1
user002,TAHURA (Taman Hutan Raya),3
user002,Air Terjun Efrata,1
user002,Wisata Punden Rejo,3
user002,Pemandian Alam Loknya,1
user002,Air Terjun Pelangi Indah,5
user002,Air Terjun Siringo,4
user002,Air Terjun Aek Limut,3
user002,Wisata Bunga,3
user002,Sibiobio Adventure Park,5
user002,Pemandian Sikabung-kabung,3
user002,Wisata alam Efrata,1
user002,Ecowisata batu katak,3
user002,Balai Besar Taman Nasional Gunung Leuser,2
user002,Objek wisata sungai 2 Rasa,1
user002,Salib Kasih,5
user002,Air Terjun Lau Lutih Tanjung Raja,3
user002,AIR TERJUN TURUNAN BUHIT (JABEL),2
user002,Wisata Sejahtera,5
user002,Wisata Alam Sidauruk,3
user002,Wisata Pemandian Alam SENTABI,4
user002,View Point Tongging Geopark Kaldera Toba,5
user002,WISATA INDAH SIPPAN (WIS) JUMA REBEN 2,2
user002,Kebun Teh Sidamanik,4
user002,Bukit Sibeabea,1
user002,Siregar Aek Nalas,1
user002,Air Terjun Sampuren Putih,4
user002,TAMAN ALAMTA JAYA,2
user002,Sungai Buih,4
user002,Kampung Ladang Outbound,2
user002,Wisata Danau Palas Asri,4
user002,Bukit Burung,1
user002,Puncak Hauma Hela,5
user002,Tangkahan CRU,1
user002,Pemandian Alam ULUTA,1
user002,Wisata Kampong Lama,3
user002,Wisata Alam,3
user002,Monkey Forest Umar Manik Sibaganding,1
user002,Simarjarunjung carabel,4
user002,Air terjun dua warna,2
user002,Arung Jeram Ancol,3
user002,Danau alam jaya tuntungan,2
user002,Pulo Bisky (Pantai Wisky),3
user002,Taman Seribu Bunga Raya,2
user002,Pasar Ikan Lama Medan,1
user002,Pasar Tomok,2
user002,Tjong A Fie Mansion,1
user002,Yuki Simpang Raya,4
user002,Museum Negeri Sumatera Utara,3
user002,Plaza Medan Fair,4
user002,Medan Mall,4
user002,Pasar Petisah Medan,1
user002,Mall Centre Point (Medan),2
user002,BINJAI MILENIAL MARKET,2
user002,Pantai Bali Lestari,5
user002,DeliPark Mall,2
user002,Wisata Merci Themepark and Resto,4
user002,Pekan Minggu Percut Sei Tuan Deli Serdang,2
user002,Thamrin Plaza,4
user002,Manhattan Times Square,1
user002,Pusat Pasar Pangaribuan,4
user002,Taman Bunga Sapo Juma,5
user002,Tikung Point,5
user002,Tjong Yong Hian Gallery,4
user002,Pertunjukan Tari Sigalegale,1
user002,Kota Sejarah,5
user002,Pajak Gotong Royong,5
user002,Suzuya Mall Rantau Prapat,3
user002,Pos Bloc Medan,5
user002,Gunung Sibayak,4
user002,Batu Kursi Raja Siallagan ( Stone Chair of King Siallagan ),4
user002,Istana Kaldera Unesco Geopark Danau Toba,2
user002,Desa Budaya Lingga,3
user002,Tugu Makam Raja Silahisabungan,5
user002,Tugu Perjuangan,4
user002,Cagar Budaya Situs Benteng Putri Hijau,2
user002,Taman Budaya Sumatera Utara,5
user002,Tugu Kol,2
user002,Rahmat International Wildlife Museum & Gallery,3
user002,Museum Perkebunan Indonesia (MUSPERIN-1),5
user002,Museum Sejarah Al-Qur'an Sumatera Utara,1
user002,Meriam Puntung,4
user002,Istana Raja Sisingamangaraja,5
user002,Situs Objek Diduga Cagar Budaya Batu Sijongjong dan Batu Sigadap,5
user002,Rumah Adat Karo GARISTA,3
user002,Museum Pusaka Karo,5
user002,Tempat Pengasingan Soekarno,4
user002,Museum Perjuangan Pers Sumatera Utara,3
user002,Replika ISTANA SERDANG,4
user002,Budayaland,1
user002,Cagar Budaya Puteri Hijau,1
user002,Museum Letjen Jamin Gintings,3
user002,"Wisata Desa Budaya To joyo ""SUGENG RAWUH""",2
user002,Tugu Toga Aritonang,4
user002,"Oud Médan , Warenhuis",4
user002,Tugu Perjuangan Berastagi,3
user002,Museum Daerah Deli Serdang,2
user002,Museum Situs Kotta Cinna,5
user002,Istana Maimun,3
user002,"Menara "" Hindia Belanda "" Tirtanadi",3
user002,Tugu Titik Nol Peradaban Islam Nusantara,1
user002,Candi Bahal I,1
user002,Museum Simalungun,2
user002,Vihara Gunung Timur,1
user002,Adipura Monument,2
user002,Medan Edu Fun,5
user002,Prima Wisata Edukasi Desa Selemak,5
user002,Avros Park,5
user002,Dusun Kreatif,1
user002,Kidsnesia (Pusat Edukasi TK & SD),3
user002,Kebun Efi,2
user002,Tempat Edukasi TK (Saparunesia Trip),1
user002,Central Park Zoo & Resort,3
user002,Ladang Edukasi - Mitra Outing Class Anda,4
user002,Taman Wisata Kera Sibaganding,1
user002,Taman Edukasi Binjai,2
user002,Kandang Rusa - Universitas Sumatera Utara,5
user002,Agrowisata Paloh Naga,2
user002,Taman Biro Rektor Universitas Sumatera Utara,1
user002,Taman Burung Cemara Asri,2
user002,Potret Edupark,5
user002,Edukasi Digital - Saparunesia Trip,4
user002,Tempat Edukasi SD - Saparunesia Trip,4
user002,PRIMA WISATA EDUKASI,1
user002,Rumah Makan Sipirok,1
user002,Wajir Seafood,1
user002,Sate Memeng,4
user002,Sawah Lukis,1
user002,Mie Aceh Titi Bobrok,3
user002,Rumah Makan Sinar Pagi,5
user002,Arrasyiid cookies cake snack,3
user002,Nasi Goreng Wak Ribut,3
user002,Rumah Makan Tabona,5
user002,Budaya Resto,1
user002,Kuliner Pagaruyung,1
user002,KAKUTA -Binjai,4
user002,Simpang tiga kuliner Kampoeng lama,5
user002,Wisata kuliner mangga Bridge,2
user002,Joglo28 kuliner,4
user002,SM Raja Kuliner,1
user002,Nasi Goreng Pemuda,1
user002,Rumah Makan Cahaya Putri,1
user002,Pasar Kamu (Pekan Sarapan Karya Anak Muda),2
user002,Wisata kuliner cinta lisa,2
user002,Rumah Makan Kebun Pondok Punokawan,2
user002,Pondok Naga Pantai Galau,1
user002,SIMPANG BODREX (Kuliner Pasar Miring),1
user002,Hasnah Kuliner,1
user002,Gundaling Farmstead,2
user002,Restoran Terapung,3
user002,Bihun Bebek Asie,1
user002,Green's Cafe Balige,4
user002,ALUN ALUN,4
user002,Kuliner Teh Pipih,1
user002,RM. Beringin Indah 2,4
user002,KAMPUNG NUSANTARA,1
user002,Warung Wajik Peceren H Ngadimin,1
user002,Waroeng Balek Kampoeng,5
user002,Pondok Surya,3
user002,Lontong Kak Lin,4
user002,KWETIAU ALUANG BRAHRANG,2
user002,RM. Beringin Indah 1,3
user002,Waroeng Waswas,3
user002,Pondok Telaga Ikan,1
user002,Rumah Makan Elizabeth,3
user002,Kawasan Wisata Kuliner Pantai Padang,3
user002,Kafe Keboen,1
user002,Mie Ayam Jamur Spesial Haji Mahmud,5
user002,Bunda Kuliner,2
user002,TIARA WISATA KULINER,2
user002,UCOK DURIAN MEDAN,2
user002,Rumah Makan Family Haji Ramli,5
user002,Pasar Kuliner Kampung Melayu,4
user002,Mie Tiong Sim,1
user002,Kuliner tepi jalan pinggir sawah,2
user002,Lembur Kuring,4
user002,RUMAH MAKAN MUSLIM GUNDALING,1
user002,Jabu Berastagi,3
user002,Kuliner New Pasbar,4
user003,Wisata Alam Datuk,2
user003,WISATA ALAM KASIH,2
user003,Taman Wisata Alam Sibolangit,1
user003,Wisata Alam Sikabung-kabung,5
user003,Bukit Indah Simarjarunjung,2
user003,Bukit Sipisopiso,2
user003,Air Terjun Sigura-Gura,3
user003,Taman Alam Lumbini Berastagi,3
user003,Wisata Batu Katak,3
user003,Kawah Putih Dolok Tinggi Raja,2
user003,Pemandian alam Bah Damanik,2
user003,Wisata Sawah Pematang Johar,1
user003,Air Terjun Sikulikap,3
user003,TAMAN WISATA DANAU SIOMBAK MARELAN,4
user003,Penatapan Simarjarunjung,2
user003,The Waterfall - Taman Simalem Resort,2
user003,Penatapen Doulu,3
user003,Lau mentar canyon,4
user003,Danau Lau Kawar,2
user003,Wisata Alam Fishing-Camp Siarubung,5
user003,Wisata Alam Peken Tebu,1
user003,Wisata Alam Pohon Damai Simempar,5
user003,Bukit Lawang Wisata Alam,1
user003,Danau Toba Parapat,5
user003,Wisata Anugerah Indah Sippan,4
user003,GaBOk,3
user003,Danau Aek Natonang,2
user003,WISATA ALAM PASIR PUTIH PARPAREAN,2
user003,Wisata Alam Paya Sihorkor,2
user003,Geosite Sipinsur,3
user003,Pemandian Alam Gantang Rani,3
user003,Air Terjun Situmurun,3
user003,Wisata Alam Syaakirah The View and Resto,4
user003,Pemandian Alam Sejuk Pas,4
user003,Tanjung Unta,1
user003,Air Terjun Janji,3
user003,Air Terjun Sipisopiso,5
user003,Puncak Huta Ginjang,5
user003,WISATA ALAM BEDENG 7,3
user003,Wisata Alam Sini Suka,3
user003,Taman Eden 100,2
user003,Bukit Senyum,2
user003,Air Terjun Teroh-Teroh Petar,5
user003,T.GARDEN Little Bali in Medan,1
user003,Manigom Nauli,3
user003,Bukit Sipatungan,2
user003,Wisata Alam Tunggul Naga,5
user003,Rekreasi Lau Penda,5
user003,Ekowisata Mangrove Sicanang,4
user003,Puncak Merga Silima,5
user003,Wisata Alam Pantai Geger,1
user003,Pemandian Alam Tirta Sayum Sabah,3
user003,Pemandian kampung gunung,1
user003,Wisata Alam Mangrove Desa Silo Baru,2
user003,Posko Air Terjun Satu Hati (Tibrena),5
user003,Penatapan Pamah Simelir,5
user003,Bukit Doa,5
user003,Wisata Pemandian Alam Swembath (Loc: Sweembat),5
user003,wisata alam pemandian bahbolon huta bayu Desa Bartong,1
user003,Batu Gantung,4
user003,Aek Sijorni,5
user003,TAHURA (Taman Hutan Raya),4
user003,Air Terjun Efrata,5
user003,Wisata Punden Rejo,3
user003,Pemandian Alam Loknya,4
user003,Air Terjun Pelangi Indah,3
user003,Air Terjun Siringo,4
user003,Air Terjun Aek Limut,4
user003,Wisata Bunga,3
user003,Sibiobio Adventure Park,1
user003,Pemandian Sikabung-kabung,4
user003,Wisata alam Efrata,4
user003,Ecowisata batu katak,5
user003,Balai Besar Taman Nasional Gunung Leuser,5
user003,Objek wisata sungai 2 Rasa,2
user003,Salib Kasih,1
user003,Air Terjun Lau Lutih Tanjung Raja,3
user003,AIR TERJUN TURUNAN BUHIT (JABEL),4
user003,Wisata Sejahtera,2
user003,Wisata Alam Sidauruk,3
user003,Wisata Pemandian Alam SENTABI,3
user003,View Point Tongging Geopark Kaldera Toba,2
user003,WISATA INDAH SIPPAN (WIS) JUMA REBEN 2,3
user003,Kebun Teh Sidamanik,1
user003,Bukit Sibeabea,4
user003,Siregar Aek Nalas,1
user003,Air Terjun Sampuren Putih,3
user003,TAMAN ALAMTA JAYA,5
user003,Sungai Buih,4
user003,Kampung Ladang Outbound,2
user003,Wisata Danau Palas Asri,1
user003,Bukit Burung,5
user003,Puncak Hauma Hela,4
user003,Tangkahan CRU,1
user003,Pemandian Alam ULUTA,5
user003,Wisata Kampong Lama,4
user003,Wisata Alam,4
user003,Monkey Forest Umar Manik Sibaganding,5
user003,Simarjarunjung carabel,4
user003,Air terjun dua warna,1
user003,Arung Jeram Ancol,3
user003,Danau alam jaya tuntungan,1
user003,Pulo Bisky (Pantai Wisky),1
user003,Taman Seribu Bunga Raya,4
user003,Pasar Ikan Lama Medan,4
user003,Pasar Tomok,1
user003,Tjong A Fie Mansion,4
user003,Yuki Simpang Raya,5
user003,Museum Negeri Sumatera Utara,5
user003,Plaza Medan Fair,3
user003,Medan Mall,4
user003,Pasar Petisah Medan,4
user003,Mall Centre Point (Medan),1
user003,BINJAI MILENIAL MARKET,5
user003,Pantai Bali Lestari,1
user003,DeliPark Mall,1
user003,Wisata Merci Themepark and Resto,3
user003,Pekan Minggu Percut Sei Tuan Deli Serdang,2
user003,Thamrin Plaza,3
user003,Manhattan Times Square,2
user003,Pusat Pasar Pangaribuan,2
user003,Taman Bunga Sapo Juma,2
user003,Tikung Point,1
user003,Tjong Yong Hian Gallery,3
user003,Pertunjukan Tari Sigalegale,3
user003,Kota Sejarah,1
user003,Pajak Gotong Royong,1
user003,Suzuya Mall Rantau Prapat,5
user003,Pos Bloc Medan,2
user003,Gunung Sibayak,1
user003,Batu Kursi Raja Siallagan ( Stone Chair of King Siallagan ),4
user003,Istana Kaldera Unesco Geopark Danau Toba,1
user003,Desa Budaya Lingga,1
user003,Tugu Makam Raja Silahisabungan,3
user003,Tugu Perjuangan,5
user003,Cagar Budaya Situs Benteng Putri Hijau,3
user003,Taman Budaya Sumatera Utara,4
user003,Tugu Kol,1
user003,Rahmat International Wildlife Museum & Gallery,4
user003,Museum Perkebunan Indonesia (MUSPERIN-1),4
user003,Museum Sejarah Al-Qur'an Sumatera Utara,3
user003,Meriam Puntung,5
user003,Istana Raja Sisingamangaraja,2
user003,Situs Objek Diduga Cagar Budaya Batu Sijongjong dan Batu Sigadap,5
user003,Rumah Adat Karo GARISTA,5
user003,Museum Pusaka Karo,2
user003,Tempat Pengasingan Soekarno,1
user003,Museum Perjuangan Pers Sumatera Utara,4
user003,Replika ISTANA SERDANG,5
user003,Budayaland,4
user003,Cagar Budaya Puteri Hijau,2
user003,Museum Letjen Jamin Gintings,2
user003,"Wisata Desa Budaya To joyo ""SUGENG RAWUH""",5
user003,Tugu Toga Aritonang,1
user003,"Oud Médan , Warenhuis",4
user003,Tugu Perjuangan Berastagi,3
user003,Museum Daerah Deli Serdang,5
user003,Museum Situs Kotta Cinna,3
user003,Istana Maimun,5
user003,"Menara "" Hindia Belanda "" Tirtanadi",2
user003,Tugu Titik Nol Peradaban Islam Nusantara,5
user003,Candi Bahal I,2
user003,Museum Simalungun,4
user003,Vihara Gunung Timur,2
user003,Adipura Monument,5
user003,Medan Edu Fun,2
user003,Prima Wisata Edukasi Desa Selemak,2
user003,Avros Park,4
user003,Dusun Kreatif,1
user003,Kidsnesia (Pusat Edukasi TK & SD),5
user003,Kebun Efi,2
user003,Tempat Edukasi TK (Saparunesia Trip),3
user003,Central Park Zoo & Resort,2
user003,Ladang Edukasi - Mitra Outing Class Anda,3
user003,Taman Wisata Kera Sibaganding,4
user003,Taman Edukasi Binjai,3
user003,Kandang Rusa - Universitas Sumatera Utara,5
user003,Agrowisata Paloh Naga,4
user003,Taman Biro Rektor Universitas Sumatera Utara,1
user003,Taman Burung Cemara Asri,4
user003,Potret Edupark,2
user003,Edukasi Digital - Saparunesia Trip,2
user003,Tempat Edukasi SD - Saparunesia Trip,3
user003,PRIMA WISATA EDUKASI,2
user003,Rumah Makan Sipirok,3
user003,Wajir Seafood,1
user003,Sate Memeng,4
user003,Sawah Lukis,5
user003,Mie Aceh Titi Bobrok,4
user003,Rumah Makan Sinar Pagi,3
user003,Arrasyiid cookies cake snack,3
user003,Nasi Goreng Wak Ribut,5
user003,Rumah Makan Tabona,5
user003,Budaya Resto,3
user003,Kuliner Pagaruyung,3
user003,KAKUTA -Binjai,4
user003,Simpang tiga kuliner Kampoeng lama,4
user003,Wisata kuliner mangga Bridge,5
user003,Joglo28 kuliner,2
user003,SM Raja Kuliner,4
user003,Nasi Goreng Pemuda,1
user003,Rumah Makan Cahaya Putri,3
user003,Pasar Kamu (Pekan Sarapan Karya Anak Muda),2
user003,Wisata kuliner cinta lisa,4
user003,Rumah Makan Kebun Pondok Punokawan,3
user003,Pondok Naga Pantai Galau,2
user003,SIMPANG BODREX (Kuliner Pasar Miring),4
user003,Hasnah Kuliner,4
user003,Gundaling Farmstead,1
user003,Restoran Terapung,5
user003,Bihun Bebek Asie,5
user003,Green's Cafe Balige,1
user003,ALUN ALUN,2
user003,Kuliner Teh Pipih,3
user003,RM. Beringin Indah 2,1
user003,KAMPUNG NUSANTARA,2
user003,Warung Wajik Peceren H Ngadimin,1
user003,Waroeng Balek Kampoeng,5
user003,Pondok Surya,1
user003,Lontong Kak Lin,2
user003,KWETIAU ALUANG BRAHRANG,2
user003,RM. Beringin Indah 1,2
user003,Waroeng Waswas,3
user003,Pondok Telaga Ikan,2
user003,Rumah Makan Elizabeth,1
user003,Kawasan Wisata Kuliner Pantai Padang,5
user003,Kafe Keboen,5
user003,Mie Ayam Jamur Spesial Haji Mahmud,3
user003,Bunda Kuliner,4
user003,TIARA WISATA KULINER,4
